,shooterPlayerId,shooterName,xG
454,8474602.0,Justin Schultz,5.521488421983983
717,8481093.0,Rafael Harvey-Pinard,5.500603885667303
563,8474709.0,Matt Martin,5.482047648890347
479,8480011.0,Klim Kostin,5.453600313282299
302,8477392.0,Hudson Fasching,5.40467219375707
356,8478970.0,Jalen Chatfield,5.364147385713452
386,8480003.0,Jesper Boqvist,5.331044719112087
21,8479718.0,Alex Barre-Boulet,5.3163708495441115
99,8482073.0,Braden Schneider,5.279761001255352
209,8478178.0,Darren Raddysh,5.257063511277668
314,8478500.0,Ivan Provorov,5.249177508633245
202,8476923.0,Damon Severson,5.236102927793663
535,8479983.0,Mario Ferraro,5.233443199047128
533,8477969.0,Marcus Pettersson,5.220848087653687
856,8474574.0,Tyler Myers,5.212200964468839
315,8482655.0,J.J. Moser,5.206448749263773
260,8476979.0,Erik Gustafsson,5.182694949892785
448,8479638.0,Justin Brazeau,5.180358107643
71,8482245.0,Artem Zub,5.15154624478116
42,8481014.0,Alexander Romanov,5.141338378906814
193,8477839.0,Conor Sheary,5.141015493050802
350,8478013.0,Jake Walman,5.05108324580336
881,8478882.0,Vladislav Gavrikov,5.019472549248624
760,8470600.0,Ryan Suter,4.97829939741451
603,8479998.0,Mikey Anderson,4.971907933779304
55,8471699.0,Andrew Cogliano,4.960285272738636
257,8480073.0,Erik Brannstrom,4.956355854846329
653,8477507.0,Nikita Zadorov,4.949835118375294
228,8475179.0,Dmitry Kulikov,4.934822929497524
751,8474151.0,Ryan McDonagh,4.929377492646176
471,8478099.0,Kevin Labanc,4.8935750908860065
457,8479976.0,Juuso Valimaki,4.869424656555372
442,8482749.0,Joshua Roy,4.858472625035678
715,8482241.0,Radim Zohorna,4.8184231966079185
411,8478507.0,John Marino,4.816738326735265
636,8475181.0,Nick Leddy,4.816456395470037
740,8477527.0,Ross Johnston,4.814435694271252
461,8482087.0,Kaiden Guhle,4.809813630756308
723,8480873.0,Rasmus Sandin,4.7795892216695055
171,8480252.0,Cole Guttman,4.779427544017089
645,8475235.0,Nicolas Deslauriers,4.776699827605531
466,8482660.0,Kent Johnson,4.758151624818279
724,8481147.0,Reese Johnson,4.751876902377113
887,8478840.0,Will Borgen,4.749735416170466
142,8480884.0,Calen Addison,4.706452172751027
313,8483491.0,Ivan Miroshnichenko,4.683263391067906
226,8479346.0,Dillon Dube,4.674540353753744
807,8478904.0,Steven Lorentz,4.644129893155294
863,8479370.0,Tyson Jost,4.624336728574633
590,8480891.0,Michael Kesselring,4.599111633327853
185,8477365.0,Connor Clifton,4.584754418715254
282,8478028.0,Fredrik Olofsson,4.582808658848865
776,8479398.0,Samuel Girard,4.580979426580394
104,8478443.0,Brandon Carlo,4.571407284167325
112,8475188.0,Brayden McNabb,4.515868709438456
346,8476931.0,Jake McCabe,4.465970649425001
125,8476967.0,Brett Kulak,4.453916373075153
96,8481524.0,Bowen Byram,4.41651280194469
741,8478078.0,Rourke Chartier,4.395141989855416
335,8479439.0,Jacob MacDonald,4.385631922894444
646,8479980.0,Nicolas Hague,4.374852835647365
447,8482111.0,Justin Barron,4.368405561527337
803,8483495.0,Simon Nemec,4.36820039129756
331,8481605.0,Jackson LaCombe,4.314893854602409
756,8477506.0,Ryan Pulock,4.259168165150504
757,8471817.0,Ryan Reaves,4.20250973534045
878,8479968.0,Vinni Lettieri,4.196154259501842
88,8480870.0,Bo Groulx,4.173188297525198
433,8481606.0,Jordan Spence,4.161058419690473
635,8475324.0,Nick Jensen,4.15868852385107
749,8479324.0,Ryan Lindgren,4.147069802265667
14,8476917.0,Adam Pelech,4.108740852167599
622,8477573.0,Nathan Walker,4.069405227975319
382,8473507.0,Jeff Petry,4.053981206862028
772,8478104.0,Sammy Blais,4.0528109318638625
35,8481568.0,Alex Vlasic,4.0416286176124485
619,8477220.0,Nate Schmidt,3.964927463670192
323,8471677.0,Jack Johnson,3.9407200785945564
676,8480245.0,Olle Lycksell,3.9207146316401182
239,8476331.0,Dylan DeMelo,3.8768276893184703
766,8474040.0,Sam Gagner,3.860812693234735
706,8477930.0,Pierre-Edouard Bellemare,3.8147216022078085
571,8483505.0,Matthew Poitras,3.786031842274249
164,8477989.0,Christian Dvorak,3.7859295848047387
631,8474009.0,Nick Bonino,3.7513686695774586
857,8475752.0,Tyler Pitlick,3.732420040601546
611,8482070.0,Mitchell Chaffee,3.730667082338496
846,8479442.0,Troy Stecher,3.7287846928822774
884,8482652.0,Walker Duehr,3.723031229051708
341,8479402.0,Jake Bean,3.7061720113903847
392,8481058.0,Jesse Ylonen,3.686223070084647
543,8480796.0,Martin Fehervary,3.6798389579222572
637,8480246.0,Nick Perbix,3.6675593946678946
660,8482496.0,Nils Aman,3.665408528699404
300,8480035.0,Henri Jokiharju,3.6587500948075014
861,8475197.0,Tyson Barrie,3.651226763563029
473,8474031.0,Kevin Shattenkirk,3.63652233620106
51,8476960.0,Andreas Athanasiou,3.6291485439337072
120,8474090.0,Brendan Smith,3.6275576455787166
716,8475462.0,Radko Gudas,3.6231488810439503
593,8479543.0,Michael Pezzetta,3.6132031289170747
482,8477335.0,Kyle Burroughs,3.588541300845185
595,8475958.0,Michael Sgarbossa,3.581827950249261
470,8483466.0,Kevin Korchinski,3.5761941174001795
639,8476372.0,Nick Seeler,3.5748630164494037
130,8475208.0,Brian Dumoulin,3.56155235502191
828,8477931.0,Tomas Nosek,3.5549703393642473
121,8475455.0,Brenden Dillon,3.51180955901931
210,8481019.0,David Gustafsson,3.5096749011801203
675,8480789.0,Oliver Wahlstrom,3.4418746059907734
484,8481237.0,Kyle MacLean,3.374928001710204
364,8480172.0,Jan Rutta,3.3305837276661854
691,8479339.0,Patrik Laine,3.2984351657013637
444,8479328.0,Julien Gauthier,3.297099219546362
413,8480192.0,Johnathan Kovacevic,3.294250754174814
47,8482109.0,Alexis Lafrenire,3.2894201360427653
824,8480043.0,Timothy Liljegren,3.2804642978200707
244,8480049.0,Dylan Samberg,3.2674549421902106
3,8480871.0,Adam Boqvist,3.256926706208584
528,8471709.0,Marc-Edouard Vlasic,3.240798247037534
905,8474567.0,Zach Bogosian,3.2340169288166605
562,8476891.0,Matt Grzelcyk,3.2249469793896473
810,8474673.0,TJ Brodie,3.222268768336204
370,8479994.0,Jaret Anderson-Dolan,3.2030742942548276
662,8480878.0,Nils Lundkvist,3.194718429214368
416,8479981.0,Jonah Gadjovich,3.183542885040152
206,8479371.0,Dante Fabbro,3.1809356659239687
745,8477435.0,Ryan Graves,3.1720526521584644
119,8477962.0,Brendan Lemieux,3.15700762272988
518,8474568.0,Luke Schenn,3.15128316447467
215,8475233.0,David Savard,3.140578620736257
355,8477944.0,Jakub Vrana,3.1403513114188146
118,8476867.0,Brendan Gaunce,3.086983004731572
437,8482659.0,Josh Doan,3.07131431340087
75,8478512.0,Austin Czarnik,3.064879402028126
914,8482737.0,Zack Bolduc,3.0475733401406115
236,8478211.0,Dryden Hunt,3.0405058573268846
83,8477018.0,Ben Hutton,3.025221654026469
15,8480008.0,Adam Ruzicka,3.0059516912753077
304,8474013.0,Ian Cole,2.9899188328847024
287,8479379.0,Givani Smith,2.969941750877335
18,8474166.0,Alec Martinez,2.9601507815359485
842,8477845.0,Trevor van Riemsdyk,2.947380361493554
911,8480727.0,Zach Whitecloud,2.920693790150393
681,8479546.0,Oskar Steen,2.8986961189545175
604,8479410.0,Mikhail Sergachev,2.894588971567024
570,8479547.0,Matthew Phillips,2.8925049796381734
418,8480007.0,Jonas Rondbjerg,2.8791561197817206
306,8480950.0,Ilya Lyubushkin,2.8755665543981155
547,8482511.0,Mason Lohrei,2.874819471318507
652,8481537.0,Nikita Okhotiuk,2.8696713144157924
419,8478399.0,Jonas Siegenthaler,2.8150206073402013
204,8482624.0,Daniil Miromanov,2.7880627209458226
909,8477482.0,Zach Sanford,2.786284372400913
259,8475790.0,Erik Gudbranson,2.7825102140693883
161,8475690.0,Chris Tanev,2.7640743480206127
162,8476919.0,Chris Tierney,2.7370395003749772
367,8478424.0,Jansen Harkins,2.7085428962288685
821,8482116.0,Tim Sttzle,2.698793359399441
467,8480860.0,Kevin Bahl,2.6706120195835354
674,8478430.0,Oliver Kylington,2.6601351420346058
113,8481167.0,Brayden Pachal,2.6520052048643747
399,8476441.0,Joel Edmundson,2.635401630590265
232,8476462.0,Dougie Hamilton,2.628852066582342
361,8482142.0,Jamie Drysdale,2.5958896050707514
262,8473446.0,Erik Johnson,2.5874402340276497
610,8478483.0,Mitch Marner,2.587127154918591
415,8475750.0,Jon Merrill,2.5744147650505282
201,8477541.0,Dakota Mermis,2.559441566079914
134,8476934.0,Brock McGinn,2.5446196280830926
301,8481567.0,Henry Thrun,2.5390698643970495
249,8481178.0,Egor Zamula,2.5371672928110565
677,8476874.0,Olli Maatta,2.5286471244001953
831,8477950.0,Tony DeAngelo,2.5271521932074434
145,8475177.0,Calvin de Haan,2.5030783328315054
530,8474618.0,Marco Scandella,2.5017907309948217
868,8481617.0,Vasily Podkolzin,2.4418904593613284
357,8480468.0,James Hamblin,2.4393744247285136
178,8476525.0,Colin Miller,2.4253762590672863
721,8480845.0,Rasmus Kupari,2.4177925004666063
258,8478416.0,Erik Cernak,2.4135001942183907
472,8479291.0,Kevin Rooney,2.396362728279282
864,8480001.0,Urho Vaakanainen,2.3938079227731066
179,8478400.0,Colin White,2.3838503008639527
273,8480078.0,Filip Chytil,2.3248249834971904
78,8479536.0,Axel Jonsson-Fjallby,2.27649661688826
69,8482964.0,Arber Xhekaj,2.258257736222029
722,8477499.0,Rasmus Ristolainen,2.2414489297442146
334,8481422.0,Jacob Lucchini,2.2340282319545226
23,8471274.0,Alex Goligoski,2.213387242364789
116,8482153.0,Brendan Brisson,2.1947267366287484
377,8481593.0,Jayden Struble,2.19459463461521
366,8475825.0,Jani Hakanpaa,2.192670104000148
902,8481708.0,Zac Jones,2.179704136106769
762,8482858.0,Ryker Evans,2.179570731477324
390,8479344.0,Jesse Puljujarvi,2.1628821298487297
789,8480222.0,Sebastian Aho,2.1431806299778806
726,8479514.0,Rem Pitlick,2.123774123257022
309,8482192.0,Isaak Phillips,2.116192629304106
537,8470966.0,Mark Giordano,2.1016357285907796
34,8481532.0,Alex Turcotte,2.062838106200508
671,8482803.0,Olen Zellweger,2.0154431131782524
332,8480879.0,Jacob Bernard-Docker,2.00404086912873
800,8481122.0,Simon Benoit,2.003305079478009
781,8481059.0,Scott Perunovich,1.979905008203155
224,8476913.0,Devin Shore,1.9764000613771386
328,8480021.0,Jack Studnicka,1.9317622731100401
564,8476442.0,Matt Nieto,1.9313459676671907
294,8480184.0,Gustav Lindstrom,1.9184927859310053
152,8477369.0,Carson Soucy,1.894378207526167
230,8476952.0,Dominic Toninato,1.8852467987757577
395,8484314.0,Jiri Smejkal,1.8845708243774904
565,8482460.0,Matt Rempe,1.8818010351191399
875,8479576.0,Vincent Desharnais,1.8796913708024954
834,8478408.0,Travis Dermott,1.8784866741183939
879,8476994.0,Vinnie Hinostroza,1.872032536028813
219,8478495.0,Denis Gurianov,1.8479687642316038
436,8477384.0,Josh Brown,1.846764931822245
511,8480843.0,Lukas Dostal,1.841589366731795
429,8480887.0,Jordan Harris,1.8403359393775434
218,8480990.0,Declan Chisholm,1.8325108345978824
487,8482172.0,Landon Slaggert,1.8307860910829814
641,8473563.0,Nicklas Backstrom,1.8296411186456703
190,8476473.0,Connor Murphy,1.8224147473389163
708,8480058.0,Pierre-Olivier Joseph,1.7826906755515304
265,8478451.0,Ethan Bear,1.7778601151188032
52,8477971.0,Andreas Englund,1.7437815295890704
835,8474612.0,Travis Hamonic,1.7397907442619265
668,8478454.0,Noah Juulsen,1.7171405602821062
575,8480807.0,Mattias Samuelsson,1.6842442198996947
893,8479367.0,William Lockwood,1.6765017775769058
111,8482730.0,Brandt Clarke,1.6664322253953292
915,8479772.0,Zack MacEwen,1.657700782843522
814,8475791.0,Taylor Hall,1.6255994190840626
885,8484325.0,Waltteri Merela,1.612303073164293
798,8480776.0,Sheldon Rempal,1.6019752921343045
481,8477073.0,Kurtis MacDermid,1.5993712799010513
551,8479972.0,Mason Shaw,1.5802123458341653
795,8483524.0,Shane Wright,1.5801069897415052
568,8482516.0,Matthew Kessel,1.5742830816841527
779,8476429.0,Scott Mayfield,1.5696960526765993
5,8477454.0,Adam Erne,1.5659042533362728
211,8483460.0,David Jiricek,1.5619313163524366
58,8479369.0,Andrew Peeke,1.5138698723883806
748,8481564.0,Ryan Johnson,1.5105018966723265
358,8482744.0,James Malatesta,1.5053043264495443
84,8483570.0,Ben Meyers,1.4856614382044366
137,8475278.0,Byron Froese,1.4817402573113596
527,8471686.0,Marc Staal,1.47048387281122
76,8475766.0,Austin Watson,1.4462961739909217
833,8476329.0,Travis Boyd,1.4407203565738564
369,8474716.0,Jared Spurgeon,1.4092347135406709
221,8475762.0,Derek Forbort,1.405190997079328
865,8484304.0,Uvis Balinskis,1.3774541109560137
599,8482451.0,Mikael Pyyhtia,1.358141685077361
410,8481206.0,John Ludvig,1.3449732842540807
768,8484258.0,Sam Malinski,1.3407968450879977
194,8479982.0,Conor Timmins,1.3359958886727066
460,8481527.0,Kaedan Korczak,1.2890232851127692
156,8477244.0,Chad Ruhwedel,1.2846608867394145
59,8481065.0,Angus Crookshank,1.272692991872318
298,8477938.0,Haydn Fleury,1.268861696976537
774,8481541.0,Samuel Bolduc,1.2684375431209918
654,8479458.0,Nikita Zaitsev,1.257431005174908
843,8480441.0,Trey Fix-Wolansky,1.2521283453005299
438,8479372.0,Josh Mahura,1.242729048657583
686,8478450.0,Parker Wotherspoon,1.2238385853133995
29,8479423.0,Alex Nylander,1.2203274142557794
220,8478502.0,Dennis Gilbert,1.1705833825750134
633,8480084.0,Nick DeSimone,1.1583278884720138
496,8481024.0,Linus Karlsson,1.1576331982923183
503,8479378.0,Logan Stanley,1.1532989067691262
737,8481521.0,Ronnie Attard,1.1499630290825726
95,8481524.0,Bowen  Byram,1.1442355730898177
906,8482784.0,Zach Dean,1.1436244761172805
420,8481013.0,Jonatan Berggren,1.133764193466164
648,8481543.0,Nikita Alexandrov,1.1185789274593294
524,8482177.0,Marat Khusnutdinov,1.1120400078859662
371,8475797.0,Jarred Tinordi,1.0968961668057113
493,8480853.0,Liam Foudy,1.0959615622532037
151,8480292.0,Carson Meyer,1.092578137967705
432,8477851.0,Jordan Oesterle,1.0690969233422383
849,8480834.0,Ty Emberson,1.0625893801941544
550,8481462.0,Mason Morelli,1.0490465382426304
103,8482061.0,Brandon Biro,1.0442745149515036
583,8478051.0,Max Willman,1.0260897050293951
141,8478452.0,Caleb Jones,1.022460063389539
402,8477810.0,Joel Hanley,1.021480365548611
844,8477465.0,Tristan Jarry,1.0124774412742472
892,8478021.0,William Lagesson,0.9941350554782327
172,8481043.0,Cole Koepke,0.9891467531871253
64,8478409.0,Anthony Richard,0.9824531713672762
626,8477464.0,Nic Petan,0.9793913057124095
376,8477034.0,Jaycob Megna,0.9784301072590733
180,8484911.0,Collin Graf,0.9555987770064647
613,8478477.0,Mitchell Stephens,0.9539790575905281
163,8475780.0,Chris Wagner,0.920312147850185
2,8481550.0,Adam Beckman,0.8993147487649489
106,8479330.0,Brandon Gignac,0.8656398901475211
805,8481056.0,Spencer Stastney,0.8570148426741443
522,8482713.0,Mackie Samoskevich,0.8540605856096296
896,8482176.0,Wyatt Kaiser,0.8513454923562443
536,8478017.0,Mark Friedman,0.8510756911595848
608,8483597.0,Milos Kelemen,0.835817036015881
500,8483012.0,Logan Morrison,0.8351606346723636
761,8482751.0,Ryan Winterton,0.8317905803894541
37,8480823.0,Alexander Alexeyev,0.8311977670481576
801,8482762.0,Simon Edvinsson,0.7900947929642641
352,8481592.0,Jakob Pelletier,0.7856637147451468
408,8475906.0,John Klingberg,0.7802840481196784
732,8474145.0,Robert Bortuzzo,0.7687859314317613
17,8480851.0,Akil Thomas,0.7554898060642999
775,8481239.0,Samuel Fagemo,0.737197678725118
730,8479362.0,Riley Tufte,0.7260979368185293
452,8475718.0,Justin Holl,0.7210927000314926
422,8480836.0,Jonathan Gruden,0.7005207210386999
255,8482929.0,Emil Martinsen Lilleberg,0.6991801418783591
513,8481751.0,Lukas Rousek,0.695322930837908
495,8483499.0,Liam Ohgren,0.6852407523494498
651,8481754.0,Nikita Nesterenko,0.6835261115163193
254,8482929.0,Emil Lilleberg,0.6834549665619138
735,8482162.0,Roby Jarventie,0.682114868354095
913,8477482.0,Zachary Sanford,0.6791156858549735
498,8474053.0,Logan Couture,0.6697891708355237
504,8478011.0,Louie Belpedio,0.6634659529949469
311,8482765.0,Isak Rosen,0.6626238911307919
758,8478854.0,Ryan Shea,0.6617469970618809
199,8482094.0,Daemon Hunt,0.6600686875433174
567,8478146.0,Matthew Highmore,0.658134526999118
765,8482118.0,Sam Colangelo,0.6537499234514265
860,8481006.0,Tyler Tucker,0.6444462409987016
278,8483493.0,Frank Nazar,0.617832387140311
4,8481726.0,Adam Edstrom,0.6136493205734526
793,8480032.0,Shane Bowers,0.5967324154145824
291,8480844.0,Grigori Denisenko,0.5942110380463385
777,8481701.0,Santeri Hatakka,0.5862261382106833
333,8480196.0,Jacob Bryson,0.5770760085856285
280,8483489.0,Fraser Minten,0.5755238806441505
845,8483482.0,Tristan Luneau,0.5675411720230802
525,8481743.0,Marc Del Gaizo,0.5640885619384717
205,8482101.0,Danil Gushchin,0.5341964830834627
630,8483565.0,Nick Blankenburg,0.5279016650541238
688,8477887.0,Patrick Brown,0.5247251214313403
697,8483630.0,Pavol Regenda,0.5240477250096989
557,8476988.0,Matt Benning,0.520018634101509
20,8479718.0,Alex Barr-Boulet,0.48438790798994685
308,8482470.0,Ilya Solovyov,0.4777342816665567
670,8481518.0,Nolan Foote,0.4772362921106144
585,8481719.0,Maxwell Crozier,0.46460631641849853
578,8480031.0,Max Comtois,0.4556218763980422
303,8481070.0,Hugh McGing,0.43947334295632884
336,8479421.0,Jacob Moverare,0.43897065726252443
337,8480216.0,Jacob Peterson,0.43426745114829945
342,8481161.0,Jake Christiansen,0.4329761767949926
305,8480070.0,Ian Mitchell,0.4311505639763676
122,8482747.0,Brennan Othmann,0.41592547228891297
327,8481030.0,Jack St. Ivany,0.40963390585942333
373,8484255.0,Jason Polin,0.39212551942140983
916,8482859.0,Zack Ostapchuk,0.3889841425721708
709,8483920.0,Pierrick Dube,0.38494153572801204
679,8484259.0,Ondrej Pavel,0.3782462855373313
505,8481806.0,Louis Crevier,0.37069151999554173
11,8483609.0,Adam Klapka,0.3652430125952884
450,8475413.0,Justin Dowling,0.35470393700722014
577,8482145.0,Mavrik Bourque,0.35397679830414774
718,8481534.0,Raphael Lavoie,0.35386555173709633
100,8484203.0,Bradly Nadeau,0.33183528412380986
70,8483395.0,Arshdeep Bains,0.32565779498579805
521,8476907.0,Mackenzie MacEachern,0.3243722744035006
508,8479321.0,Lucas Johansen,0.3194099978267327
510,8482141.0,Lukas Cormier,0.3083776408436762
289,8481578.0,Graeme Clarke,0.29086331792546033
584,8481679.0,Maxence Guenette,0.2859455987702336
854,8482095.0,Tyler Kleven,0.2847816835984133
286,8483567.0,Georgii Merkulov,0.28449595880809175
297,8479522.0,Hardy Haman Aktell,0.281413732695876
330,8482809.0,Jackson Blake,0.2780735827342463
391,8481058.0,Jesse Ylnen,0.26918646517229755
144,8480157.0,Calle Rosen,0.2682941698366422
534,8480226.0,Marian Studenic,0.2567731694948441
380,8482147.0,Jean-Luc Foudy,0.25292623747591
32,8482634.0,Alex Steeves,0.25252085846137157
656,8481812.0,Nikolai Knyzhov,0.25173793817713713
409,8481077.0,John Leonard,0.25092137278433163
174,8481655.0,Cole Schwindt,0.24425587951330877
488,8483457.0,Lane Hutson,0.2415348128086543
476,8481523.0,Kirby Dach,0.23032186887497932
293,8480184.0,Gustav Lindstrm,0.2261638565274955
780,8482666.0,Scott Morrow,0.2187777866534401
699,8481598.0,Philip Broberg,0.21779986427643377
733,8477462.0,Robert Hagg,0.21623053486665578
365,8475825.0,Jani Hakanp,0.21400122254239576
131,8483531.0,Brian Halonen,0.21098958943308133
649,8482787.0,Nikita Chibrikov,0.20596787279723414
97,8483471.0,Brad Lambert,0.20440622078961132
506,8483432.0,Luca Del Bel Belluz,0.2023076614457548
702,8479026.0,Philippe Myers,0.2016151491068596
507,8483549.0,Lucas Condotta,0.19975437935401996
882,8481609.0,Vladislav Kolyachonok,0.19330281802683347
248,8481585.0,Egor Afanasyev,0.18645450218199044
198,8483445.0,Cutter Gauthier,0.18476256097188032
92,8478147.0,Bokondji Imama,0.18356169397491548
340,8474596.0,Jake Allen,0.18089024588363883
782,8477149.0,Scott Sabourin,0.17996105650002414
903,8479944.0,Zach Aston-Reese,0.1782149304469087
526,8483397.0,Marc McLaughlin,0.17658190841139693
253,8482476.0,Emil Heineman,0.17364446928410315
792,8482166.0,Shakir Mukhamadullin,0.17296205993486877
426,8479533.0,Joona Koppanen,0.17256523189477246
9,8480874.0,Adam Ginning,0.15436925454870506
455,8482088.0,Justin Sourdif,0.15406010499228653
876,8482861.0,Vincent Iorio,0.15398008737276242
773,8480267.0,Sammy Walker,0.15381129052620923
385,8480280.0,Jeremy Swayman,0.1410173218883707
499,8482733.0,Logan Mailloux,0.13677753371264903
284,8482201.0,Gage Goncalves,0.1286697341130286
363,8480890.0,Jan Jenik,0.1280805160336633
329,8482144.0,Jack Thompson,0.12552246527840877
742,8481016.0,Ruslan Iskhakov,0.12549531625405513
463,8479348.0,Kale Clague,0.1242006636590843
453,8477993.0,Justin Kirkland,0.11989384943512629
127,8479419.0,Brett Murray,0.11955804211381978
223,8476884.0,Derrick Pouliot,0.10322585823599954
129,8478881.0,Brett Seney,0.0992721319045148
898,8482165.0,Yan Kuznetsov,0.09873743739373839
41,8475755.0,Alexander Petrovic,0.09656061221356516
8,8478874.0,Adam Gaudette,0.09346641026296885
243,8475795.0,Dylan McIlrath,0.08914166899188353
378,8477126.0,Jayson Megna,0.08335243059484043
288,8478446.0,Glenn Gawdin,0.07785235728767419
769,8481591.0,Sam Poulin,0.07306704746989139
606,8473473.0,Milan Lucic,0.0620464997393782
237,8479639.0,Dylan Coghlan,0.05928649509164331
869,8482102.0,Vasily Ponomarev,0.05885847635256939
523,8483763.0,Maksymilian Szuber,0.0507620341932425
872,8481599.0,Victor Soderstrom,0.049055511576199425
659,8484321.0,Nikolas Matinpalo,0.045178908670481785
139,8479985.0,Cale Fleury,0.04479468744481663
912,8482737.0,Zachary Bolduc,0.04312076588573095
276,8483619.0,Filip Roos,0.043027094922300904
542,8483546.0,Marshall Rifai,0.041354085162822865
851,8481690.0,Tyler Angle,0.04119204641719342
680,8482712.0,Oskar Olausson,0.04016390708225574
407,8477401.0,John Hayden,0.03665038335974457
825,8481600.0,Tobias Bjornfot,0.0354506517837006
394,8483468.0,Jiri Kulich,0.03192726524350368
149,8480075.0,Cameron Crotty,0.030278354601390035
217,8483398.0,Declan Carlile,0.0267105020166552
729,8474062.0,Riley Nash,0.025004878933625845
187,8482067.0,Connor Mackey,0.020049787963782838
443,8476915.0,Jujhar Khaira,0.01860143718154206
657,8481042.0,Nikolai Kovalenko,0.017806054245823273
690,8484326.0,Patrik Koch,0.016470559880011556
66,8477320.0,Anton Blidh,0.015168478928473573
290,8480306.0,Grant Hutton,0.013181610528856242
65,8476932.0,Anthony Stolarz,0.010253491863210557
581,8479320.0,Max Lajoie,0.008399331778439588
